Iso_code,Year,value
148,1990,0.362
148,1991,0.371
148,1992,0.378
148,1993,0.342
148,1994,0.356
148,1995,0.353
148,1996,0.351
148,1997,0.353
148,1998,0.36
148,1999,0.353
148,2000,0.344
148,2001,0.355
148,2002,0.359
148,2003,0.344
148,2004,0.391
148,2005,0.411
148,2006,0.404
148,2007,0.408
148,2008,0.403
148,2009,0.425
148,2010,0.441
148,2011,0.437
148,2012,0.445
148,2013,0.445
148,2014,0.45
148,2015,0.452
148,2016,0.44
148,2017,0.431
148,2018,0.429
152,1990,0.673
152,1991,0.682
152,1992,0.697
152,1993,0.705
152,1994,0.709
152,1995,0.72
152,1996,0.728
152,1997,0.737
152,1998,0.743
152,1999,0.74
152,2000,0.745
152,2001,0.748
152,2002,0.751
152,2003,0.752
152,2004,0.757
152,2005,0.763
152,2006,0.763
152,2007,0.77
152,2008,0.781
152,2009,0.778
152,2010,0.784
152,2011,0.793
152,2012,0.802
152,2013,0.807
152,2014,0.81
152,2015,0.812
152,2016,0.813
152,2017,0.811
152,2018,0.815
156,1990,0.412
156,1991,0.423
156,1992,0.441
156,1993,0.459
156,1994,0.476
156,1995,0.488
156,1996,0.5
156,1997,0.513
156,1998,0.522
156,1999,0.532
156,2000,0.543
156,2001,0.554
156,2002,0.567
156,2003,0.581
156,2004,0.595
156,2005,0.61
156,2006,0.628
156,2007,0.648
156,2008,0.661
156,2009,0.673
156,2010,0.687
156,2011,0.7
156,2012,0.711
156,2013,0.721
156,2014,0.732
156,2015,0.741
156,2016,0.75
156,2017,0.759
156,2018,0.768
170,1990,0.65
170,1991,0.651
170,1992,0.655
170,1993,0.661
170,1994,0.668
170,1995,0.673
170,1996,0.673
170,1997,0.675
170,1998,0.674
170,1999,0.666
170,2000,0.667
170,2001,0.666
170,2002,0.668
170,2003,0.67
170,2004,0.676
170,2005,0.682
170,2006,0.69
170,2007,0.697
170,2008,0.699
170,2009,0.7
170,2010,0.704
170,2011,0.712
170,2012,0.717
170,2013,0.723
170,2014,0.73
170,2015,0.735
170,2016,0.736
170,2017,0.735
170,2018,0.734
174,1990,0.491
174,1991,0.478
174,1992,0.487
174,1993,0.487
174,1994,0.474
174,1995,0.475
174,1996,0.469
174,1997,0.471
174,1998,0.468
174,1999,0.468
174,2000,0.479
174,2001,0.479
174,2002,0.479
174,2003,0.478
174,2004,0.477
174,2005,0.478
174,2006,0.478
174,2007,0.477
174,2008,0.478
174,2009,0.48
174,2010,0.482
174,2011,0.484
174,2012,0.485
174,2013,0.488
174,2014,0.488
174,2015,0.487
174,2016,0.487
174,2017,0.487
174,2018,0.482
178,1990,0.618
178,1991,0.62
178,1992,0.626
178,1993,0.61
178,1994,0.605
178,1995,0.557
178,1996,0.558
178,1997,0.574
178,1998,0.596
178,1999,0.559
178,2000,0.54
178,2001,0.557
178,2002,0.559
178,2003,0.555
178,2004,0.542
178,2005,0.513
178,2006,0.496
178,2007,0.52
178,2008,0.542
178,2009,0.56
178,2010,0.559
178,2011,0.556
178,2012,0.583
178,2013,0.594
178,2014,0.617
178,2015,0.655
178,2016,0.637
178,2017,0.62
178,2018,0.613
180,1990,0.457
180,1991,0.427
180,1992,0.414
180,1993,0.391
180,1994,0.3
180,1995,0.293
180,1996,0.299
180,1997,0.286
180,1998,0.281
180,1999,0.265
180,2000,0.262
180,2001,0.25
180,2002,0.252
180,2003,0.257
180,2004,0.261
180,2005,0.263
180,2006,0.268
180,2007,0.271
180,2008,0.271
180,2009,0.274
180,2010,0.279
180,2011,0.282
180,2012,0.286
180,2013,0.287
180,2014,0.297
180,2015,0.304
180,2016,0.313
180,2017,0.312
180,2018,0.314
188,1990,0.65
188,1991,0.652
188,1992,0.662
188,1993,0.669
188,1994,0.674
188,1995,0.675
188,1996,0.674
188,1997,0.679
188,1998,0.684
188,1999,0.684
188,2000,0.685
188,2001,0.687
188,2002,0.69
188,2003,0.694
188,2004,0.699
188,2005,0.703
188,2006,0.713
188,2007,0.723
188,2008,0.729
188,2009,0.724
188,2010,0.729
188,2011,0.734
188,2012,0.739
188,2013,0.74
188,2014,0.743
188,2015,0.746
188,2016,0.751
188,2017,0.753
188,2018,0.755
191,1990,0.751
191,1991,0.716
191,1992,0.696
191,1993,0.685
191,1994,0.695
191,1995,0.732
191,1996,0.743
191,1997,0.754
191,1998,0.755
191,1999,0.753
191,2000,0.76
191,2001,0.771
191,2002,0.779
191,2003,0.785
191,2004,0.793
191,2005,0.798
191,2006,0.805
191,2007,0.813
191,2008,0.815
191,2009,0.803
191,2010,0.802
191,2011,0.802
191,2012,0.798
191,2013,0.8
191,2014,0.8
191,2015,0.807
191,2016,0.809
191,2017,0.818
191,2018,0.822
192,1990,0.588
192,1991,0.571
192,1992,0.552
192,1993,0.526
192,1994,0.527
192,1995,0.529
192,1996,0.54
192,1997,0.543
192,1998,0.543
192,1999,0.551
192,2000,0.559
192,2001,0.564
192,2002,0.566
192,2003,0.571
192,2004,0.579
192,2005,0.595
192,2006,0.613
192,2007,0.622
192,2008,0.628
192,2009,0.629
192,2010,0.633
192,2011,0.638
192,2012,0.642
192,2013,0.646
192,2014,0.647
192,2015,0.654
192,2016,0.654
192,2017,0.657
192,2018,0.658
196,1990,0.82
196,1991,0.818
196,1992,0.827
196,1993,0.824
196,1994,0.829
196,1995,0.829
196,1996,0.829
196,1997,0.83
196,1998,0.85
196,1999,0.842
196,2000,0.845
196,2001,0.851
196,2002,0.858
196,2003,0.862
196,2004,0.865
196,2005,0.871
196,2006,0.875
196,2007,0.878
196,2008,0.886
196,2009,0.875
196,2010,0.875
196,2011,0.877
196,2012,0.865
196,2013,0.855
196,2014,0.856
196,2015,0.867
196,2016,0.868
196,2017,0.872
196,2018,0.876
203,1990,0.801
203,1991,0.783
203,1992,0.783
203,1993,0.782
203,1994,0.787
203,1995,0.793
203,1996,0.799
203,1997,0.798
203,1998,0.798
203,1999,0.799
203,2000,0.806
203,2001,0.809
203,2002,0.811
203,2003,0.817
203,2004,0.822
203,2005,0.831
203,2006,0.839
203,2007,0.845
203,2008,0.848
203,2009,0.839
203,2010,0.841
203,2011,0.844
203,2012,0.844
203,2013,0.844
203,2014,0.846
203,2015,0.854
203,2016,0.858
203,2017,0.864
203,2018,0.869
384,1990,0.504
384,1991,0.501
384,1992,0.497
384,1993,0.491
384,1994,0.492
384,1995,0.498
384,1996,0.507
384,1997,0.51
384,1998,0.515
384,1999,0.513
384,2000,0.499
384,2001,0.492
384,2002,0.484
384,2003,0.474
384,2004,0.48
384,2005,0.491
384,2006,0.49
384,2007,0.489
384,2008,0.49
384,2009,0.491
384,2010,0.491
384,2011,0.48
384,2012,0.493
384,2013,0.5
384,2014,0.512
384,2015,0.52
384,2016,0.532
384,2017,0.534
384,2018,0.541
208,1990,0.875
208,1991,0.877
208,1992,0.879
208,1993,0.88
208,1994,0.887
208,1995,0.892
208,1996,0.895
208,1997,0.899
208,1998,0.903
208,1999,0.907
208,2000,0.91
208,2001,0.912
208,2002,0.913
208,2003,0.913
208,2004,0.919
208,2005,0.923
208,2006,0.928
208,2007,0.928
208,2008,0.927
208,2009,0.919
208,2010,0.922
208,2011,0.924
208,2012,0.924
208,2013,0.926
208,2014,0.928
208,2015,0.93
208,2016,0.932
208,2017,0.934
208,2018,0.935
