Iso_code,Year,midyear_population,midyear_population_male,midyear_population_female
604,2030,34444404,16773575,17670829
850,2016,102951,47785,55166
583,1999,107501,54460,53041
152,1983,11567646,5670439,5897207
762,2029,9987178,4959836,5027342
792,2040,89282433,44437310,44845123
643,2027,139387146,64426422,74960724
120,2034,37622109,18818427,18803682
854,1986,7371099,3550313,3820786
682,2002,22274039,12469458,9804581
620,2003,10479955,5082029,5397926
191,2003,4440867,2133717,2307150
800,1986,14271109,7005429,7265680
232,1990,3060332,1501896,1558436
174,2011,721886,350305,371581
404,2008,38540806,19214953,19325853
780,2028,1164985,589391,575594
654,2000,7230,3670,3560
422,2023,5334701,2663279,2671422
174,2015,780971,378375,402596
233,2000,1379671,635343,744328
388,2004,2713001,1340126,1372875
858,2003,3250653,1570354,1680299
64,1957,196179,100128,96051
646,2047,25898338,12895964,13002374
659,1991,41408,20353,21055
20,2029,84437,42900,41537
292,2010,28877,14546,14331
600,2028,7832465,3917045,3915420
703,2004,5405587,2625029,2780558
690,2021,96613,50002,46611
624,2028,2162955,1062548,1100407
732,2036,926459,459864,466595
583,2041,84211,40343,43868
706,2003,8271771,4133834,4137937
688,2031,6635969,3230724,3405245
458,2025,34683300,17518625,17164675
858,2033,3479854,1689821,1790033
304,1992,55490,29718,25772
96,1987,231818,122838,108980
807,2000,2014512,1008099,1006413
292,2040,29212,14512,14700
882,1985,160737,84021,76716
598,2018,7027332,3582426,3444906
566,1955,35954661,18488725,17465936
250,2026,69031230,33812877,35218353
262,2003,690777,324810,365967
204,2000,6619120,3283441,3335679
558,1982,2976076,1482506,1493570
104,2013,55167330,27421338,27745992
40,1997,8069875,3916436,4153439
140,2009,4741916,2342761,2399155
858,2029,3460643,1679158,1781485
40,2004,8263235,4023023,4240212
788,2007,10212857,5109362,5103495
756,1994,7120988,3505454,3615534
324,2041,22072432,11057914,11014518
430,2004,2795940,1392373,1403567
756,1995,7164212,3523298,3640914
762,2019,8740073,4346815,4393258
520,2019,9740,4560,5180
678,2005,157514,78437,79077
580,2039,71813,34715,37098
120,2023,29055280,14558386,14496894
662,2009,160267,78296,81971
90,2036,877032,447081,429951
250,2047,69776689,34106196,35670493
466,1985,7622944,3718814,3904130
262,1952,83476,41817,41659
586,2034,253938740,129438421,124500319
90,2024,734712,375067,359645
192,2010,11261880,5623917,5637963
716,2027,17955810,9083246,8872564
566,1962,44036444,22668158,21368286
860,1993,22127596,10947275,11180321
662,1981,123995,60309,63686
586,2031,245690265,125436930,120253335
50,2034,181766778,88504252,93262526
504,1995,26147598,12991716,13155882
705,2040,1735320,837460,897860
136,2027,69874,33903,35971
540,1989,165120,83890,81230
70,2018,3849891,1876235,1973656
520,2012,9378,4475,4903
384,2034,31320723,15764733,15555990
558,2014,5848641,2857381,2991260
854,2050,47429509,23576012,23853497
304,2043,52099,26050,26049
60,2036,73195,35273,37922
31,2046,11208552,5543471,5665081
64,2041,916765,469666,447099
492,2005,31100,15208,15892
258,2045,324856,163901,160955
626,2027,1600089,795138,804951
860,2009,27606007,13738016,13867991
300,2029,10601336,5144604,5456732
140,2025,6637613,3303557,3334056
16,2015,54343,27158,27185
694,2007,4918325,2384368,2533957
716,2001,11867855,5870459,5997396
76,2050,232304177,113007668,119296509
24,2025,25673282,12989728,12683554
756,2033,9012579,4440995,4571584
466,1983,7308233,3567023,3741210
388,1994,2436435,1199102,1237333
662,2016,164464,80086,84378
660,1988,7820,3871,3949
807,2010,2072086,1033512,1038574
368,2038,62800466,31704220,31096246
308,2050,114205,57253,56952
776,2048,82413,40957,41456
660,2042,24923,11368,13555
417,2010,5410468,2655622,2754846
832,2039,107495,53190,54305
882,2022,206323,104778,101545
454,2028,27479924,13609453,13870471
768,1981,2719567,1355117,1364450
840,2011,311718857,153291772,158427085
56,2017,11491346,5658185,5833161
434,2040,8465290,4319736,4145554
398,2024,19680515,9331223,10349292
832,2015,97294,47831,49463
64,2026,827332,428458,398874
630,2050,2984291,1426740,1557551
266,1980,713827,348550,365277
170,2000,38910346,19234897,19675449
422,1976,2721832,1362151,1359681
540,1998,203244,102636,100608
616,2022,38103286,18428327,19674959
108,2040,23153270,11548341,11604929
858,2010,3301076,1592465,1708611
430,1999,2495395,1242947,1252448
887,1997,15741184,8034066,7707118
616,2040,35027089,16864555,18162534
531,2049,150543,73815,76728
566,2036,295243761,150168692,145075069
508,1998,17219552,8246783,8972769
795,2012,5054828,2506403,2548425
442,2026,690095,348199,341896
300,1996,10479420,5170479,5308941
218,2042,20391140,10053003,10338137
499,2038,613815,303806,310009
422,1997,3735317,1841330,1893987
442,2041,805969,405601,400368
780,2007,1232811,623640,609171
140,2017,5625118,2791939,2833179
292,2037,29402,14608,14794
300,2018,10761523,5248808,5512715
732,2018,619551,307476,312075
422,2040,5676224,2826947,2849277
670,1998,108404,54465,53939
496,2019,3136737,1532280,1604457
520,2026,10054,4633,5421
646,2028,17201030,8583223,8617807
484,2011,115701117,56785465,58915652
807,2038,2080593,1031286,1049307
438,2011,36422,18023,18399
148,2029,14870912,7230695,7640217
670,2028,99851,50764,49087
578,2037,6079484,3061713,3017771
56,2035,12438661,6121561,6317100
222,1998,5711571,2775771,2935800
316,2049,201151,100312,100839
616,2010,38616395,18713416,19902979
670,2018,101844,51802,50042
300,2017,10768477,5254644,5513833
196,2036,1405213,716206,689007
203,2024,10703583,5275346,5428237
586,2011,187342721,96234516,91108205
780,2048,1036023,517437,518586
430,1994,1917525,959509,958016
212,2024,74406,37583,36823
140,2016,5507257,2732117,2775140
184,2003,14602,7539,7063
368,2040,65147874,32880809,32267065
620,2036,10586439,5219815,5366624
136,2035,78138,37776,40362
643,2042,133718600,61954464,71764136
308,2006,105202,52899,52303
566,1965,48067793,24747545,23320248
148,2023,13447258,6520001,6927257
231,1989,46093687,23190104,22903583
624,2031,2264569,1113533,1151036
566,2042,334748059,170092510,164655549
598,2013,6431902,3293464,3138438
258,2044,324655,163916,160739
604,2018,31331228,15376836,15954392
798,2049,13369,6747,6622
136,2005,44340,21681,22659
646,1985,5986589,2944270,3042319
484,2004,105230503,51710817,53519686
583,2040,85250,40886,44364
704,2007,86518851,43012968,43505883
152,2024,18659439,9167364,9492075
756,2048,9483530,4650324,4833206
788,2009,10420551,5206585,5213966
384,2044,35059220,17604948,17454272
262,2010,740528,343405,397123
218,2032,19064913,9426038,9638875
276,1997,82011073,39964901,42046172
388,1991,2357719,1159217,1198502
214,2008,9558183,4846074,4712109
108,1981,4474730,2173746,2300984
12,2010,35949869,18190951,17758918
222,2005,5956221,2884234,3071987
232,2010,5364704,2640997,2723707
422,1978,2800036,1393728,1406308
44,2016,327316,160339,166977
704,1996,74946552,36918324,38028228
686,2021,16099102,7791186,8307916
226,2042,1277088,640769,636319
520,2018,9692,4549,5143
798,2032,12367,6173,6194
340,1991,4933227,2465557,2467670
703,2035,5237516,2536016,2701500
807,2002,2030445,1015459,1014986
32,2001,37739190,18615725,19123465
266,2042,2813984,1419753,1394231
308,2041,115359,58146,57213
426,1988,1644841,804294,840547
426,2013,1936181,955262,980919
60,2035,73287,35326,37961
266,1971,525930,258102,267828
533,2017,115120,54507,60613
8,2023,3095780,1527015,1568765
170,2045,55955930,27598632,28357298
276,2037,75964188,36811621,39152567
56,2038,12528233,6159596,6368637
624,2030,2230730,1096569,1134161
332,2037,13250290,6497675,6752615
116,2008,13957013,6726500,7230513
586,1994,130746253,67364948,63381305
340,2027,10404429,5247399,5157030
470,2021,419807,209220,210587
558,2029,6705483,3268911,3436572
246,1996,5120310,2493789,2626521
192,2048,9956617,4883390,5073227
716,1990,10156044,5025376,5130668
795,1999,4324693,2142608,2182085
784,2012,5314317,3650063,1664254
659,2041,57352,28501,28851
20,2042,80099,39897,40202
90,2032,831264,424011,407253
466,2048,37140652,18008548,19132104
440,2047,1888828,889442,999386
212,2005,72125,36311,35814
96,2036,567318,270111,297207
740,2022,620694,312360,308334
84,2029,435113,220304,214809
234,2006,48322,25128,23194
204,2026,13896629,7008093,6888536
356,1996,937725479,484923562,452801917
328,2023,768604,386938,381666
652,2026,7046,3711,3335
242,2010,875983,445082,430901
226,2032,1077523,540228,537295
562,1989,7602298,3756320,3845978
144,2016,22235000,10866573,11368427
796,2000,19271,9751,9520
203,2040,10432090,5161352,5270738
528,2048,17928979,8764314,9164665
404,1993,25844500,12887218,12957282
887,1998,16224216,8273741,7950475
56,2037,12499498,6147485,6352013
4,2014,31822848,16140369,15682479
64,2006,664205,349345,314860
120,1986,10581537,5293003,5288534
4,2022,38415100,19445674,18969426
262,2024,997975,452010,545965
584,1997,50829,25983,24846
270,2009,1713278,847896,865382
84,2024,404838,204991,199847
124,1991,28117900,13938200,14179700
646,2029,17588338,8776061,8812277
682,2032,34560937,18532585,16028352
0,2020,1932774,995826,936948
492,2033,32546,15625,16921
246,2025,5630882,2774322,2856560
408,1994,21851587,10641822,11209765
242,2045,1007539,505559,501980
694,2047,12721185,6242047,6479138
204,2024,13236354,6671507,6564847
92,2004,25140,12321,12819
422,1998,3764271,1854122,1910149
450,2042,40997521,20450206,20547315
584,2026,84219,42667,41552
233,2005,1331702,613341,718361
231,2005,74354300,37018924,37335376
148,1985,5066042,2459129,2606913
496,2000,2460815,1223243,1237572
100,2047,5673492,2770748,2902744
688,2034,6524567,3175174,3349393
686,2033,20648540,10010330,10638210
60,1993,59241,28683,30558
392,2010,127579145,62031411,65547734
24,2029,28436625,14387688,14048937
682,2033,34918740,18712003,16206737
500,1999,3378,1731,1647
508,2018,27233789,13330739,13903050
392,1999,126512858,61877029,64635829
276,2014,80996685,39802357,41194328
688,2008,7413882,3615651,3798231
534,1996,31766,15584,16182
4,2037,52000306,26220711,25779595
480,2033,1446789,706537,740252
584,2003,56448,28825,27623
634,1999,608957,400571,208386
275,2003,2081290,1058296,1022994
740,2031,666080,334583,331497
562,2021,21816310,10943642,10872668
634,2032,2592425,1963938,628487
688,2009,7379339,3598606,3780733
688,1996,7707798,3767889,3939909
706,2025,13274251,6672666,6601585
270,2031,2589852,1277182,1312670
703,2011,5433281,2635758,2797523
466,2039,31382439,15233877,16148562
51,2030,2883628,1420338,1463290
92,2025,41324,19555,21769
372,2050,6333836,3131626,3202210
44,1982,217129,105403,111726
554,2045,5163202,2546062,2617140
584,2013,69747,35505,34242
70,2012,3879296,1890374,1988922
12,2045,53893778,27153419,26740359
140,1998,3797957,1862382,1935575
826,2039,70009886,34856159,35153727
562,1980,6093469,3112795,2980674
586,2019,210797836,108155170,102642666
328,1981,761931,378512,383419
729,2032,47760430,23834670,23925760
458,2049,42681589,21331598,21349991
466,1997,9924608,4881105,5043503
554,2018,4545627,2261461,2284166
90,2045,970642,493815,476827
858,1995,3150038,1529079,1620959
716,2050,25198196,12883872,12314324
52,2047,285914,136140,149774
31,2037,11037301,5463959,5573342
512,2043,5040793,2664600,2376193
132,2030,651874,317115,334759
732,1981,139089,68781,70308
876,2007,15189,7628,7561
64,2014,733643,383313,350330
662,1988,135495,66274,69221
12,2049,55171092,27752684,27418408
392,2033,118985554,57309015,61676539
156,2002,1282138369,660718985,621419384
340,2019,9325005,4696968,4628037
218,1994,11012554,5454531,5558023
600,2022,7358163,3685707,3672456
316,2039,194415,97373,97042
231,2041,191590547,94966230,96624317
422,2005,4138961,2053563,2085398
148,1970,3727238,1823750,1903488
702,2028,7032257,3421991,3610266
496,2027,3344643,1621317,1723326
604,2017,31036656,15243809,15792847
28,2009,85632,40713,44919
534,2035,50468,24828,25640
242,2020,935974,474793,461181
136,2002,40804,19957,20847
795,2008,4829332,2395269,2434063
90,2020,685097,349817,335280
458,2022,33477720,16931444,16546276
492,2040,32161,15403,16758
258,1984,170274,88589,81685
233,2019,1236641,579447,657194
450,2041,40379034,20145641,20233393
428,2047,1308884,622534,686350
64,2043,925880,473582,452298
504,2006,30247772,14921333,15326439
798,2030,12227,6094,6133
0,1994,1997028,1019669,977359
276,2007,82236860,40281098,41955762
100,1999,7968514,3909666,4058848
214,2006,9295039,4714304,4580735
762,1996,5764362,2864897,2899465
140,2043,9249134,4606247,4642887
462,2014,393595,221373,172222
178,2000,2939099,1451366,1487733
585,2003,19984,10827,9157
48,2028,1615843,959548,656295
348,1997,10229552,4888632,5340920
262,1978,274702,137779,136923
308,2024,114480,58075,56405
558,2042,7143019,3481203,3661816
4,2015,32564342,16512177,16052165
368,2004,26611119,13453986,13157133
428,2050,1249812,596449,653363
16,2016,54194,27051,27143
818,2012,85458032,43650163,41807869
368,2009,29496529,14851069,14645460
116,1987,8403953,3968217,4435736
583,2022,101116,49579,51537
52,1986,258265,123373,134892
72,1987,1152012,549167,602845
762,1990,5272333,2621263,2651070
152,2031,19273822,9457636,9816186
642,2035,19869529,9637103,10232426
732,2034,891258,442441,448817
332,1987,6335271,3108954,3226317
226,2014,722254,359524,362730
620,2011,10760305,5241419,5518886
356,2008,1140566211,591587786,548978425
360,2005,229244745,114518294,114726451
703,2008,5415211,2628820,2786391
408,2024,26133022,12711765,13421257
120,1988,11282275,5646412,5635863
226,1992,392024,190611,201413
728,2042,23683344,11957197,11726147
608,1992,64168154,32148198,32019956
428,1990,2663390,1238435,1424955
348,2015,9897541,4716620,5180921
500,1994,10336,5158,5178
780,1987,1224989,613416,611573
222,2025,6288430,3011923,3276507
156,2045,1335914433,672390709,663523724
798,2014,10782,5315,5467
90,2038,899062,458143,440919
682,2038,36611298,19555806,17055492
732,2029,804144,399260,404884
798,2012,10619,5228,5391
52,1990,262264,125867,136397
398,2028,20163558,9527954,10635604
600,1991,4322340,2165613,2156727
516,2048,4061139,2005178,2055961
36,2019,23705630,11887674,11817956
64,2001,615980,325551,290429
894,2035,26545477,13255102,13290375
818,2023,111035183,56727763,54307420
642,2037,19651765,9527382,10124383
659,2028,56158,28084,28074
462,1987,192207,99109,93098
116,2003,12920705,6223123,6697582
428,2046,1328694,631268,697426
562,2009,14748785,7398811,7349974
466,2008,13718832,6700122,7018710
112,2048,8433459,3942935,4490524
686,1985,6378411,3146291,3232120
882,2007,187956,96848,91108
268,2031,4897655,2347784,2549871
608,2005,84964745,42623691,42341054
144,2004,19933590,9801026,10132564
292,2025,29753,14866,14887
124,2030,38564870,19064792,19500078
148,2030,15114185,7352095,7762090
360,1994,194301847,96795187,97506660
64,1958,201329,102737,98592
608,1984,53237123,26685728,26551395
296,1999,83344,41498,41846
624,2020,1892584,926525,966059
642,2034,19975986,9690770,10285216
854,2013,17812961,8863239,8949722
492,1998,31501,15287,16214
454,2031,30205776,14960417,15245359
454,2043,43061913,21322016,21739897
558,2049,7228829,3520845,3707984
499,2034,622021,308525,313496
12,1988,23917674,12047425,11870249
702,2044,8292345,4004040,4288305
578,2016,5265158,2653930,2611228
398,2004,15988619,7714101,8274518
426,1993,1790788,875292,915496
348,2036,9166677,4384512,4782165
188,2044,5978949,2966280,3012669
706,2013,10251568,5151124,5100444
340,2032,11031032,5566967,5464065
44,2021,340163,166767,173396
832,2008,91629,44896,46733
76,1982,126890221,63178349,63711872
132,2001,438454,211266,227188
450,1994,13128410,6540307,6588103
634,1989,417647,277615,140032
760,1993,13721787,6995967,6725820
192,2036,10579918,5215813,5364105
654,2043,7587,3691,3896
332,2029,12275929,6040455,6235474
28,1997,71453,34260,37193
705,2003,2011604,978818,1032786
604,2031,34648148,16861763,17786385
740,2020,609569,306830,302739
784,2023,6861423,4668876,2192547
600,1990,4200491,2103732,2096759
516,1987,1270353,636413,633940
44,2044,370854,181938,188916
100,2048,5626383,2747869,2878514
882,2009,190897,98127,92770
104,1983,35325994,17560076,17765918
446,2007,525531,250969,274562
408,2023,26017549,12652627,13364922
404,2020,49858045,24868594,24989451
760,2044,29939688,15001305,14938383
12,1997,29318183,14807240,14510943
586,1996,137911171,70976955,66934216
534,2047,52716,25926,26790
608,2019,107535277,53972007,53563270
132,1992,356492,170552,185940
116,2047,21918764,10749556,11169208
112,1992,10227558,4794940,5432618
498,2032,2907638,1433997,1473641
516,2007,2095803,1032339,1063464
332,1991,6849751,3360080,3489671
204,1983,3789035,1831047,1957988
212,1983,74286,36898,37388
554,2030,4913241,2435481,2477760
512,2050,5401957,2841811,2560146
534,2033,49861,24544,25317
262,1986,396506,195934,200572
534,1998,31372,15343,16029
732,2007,445397,220793,224604
376,1990,4459090,2223981,2235109
52,1989,261092,125155,135937
234,2044,56556,28823,27733
446,2038,642627,297605,345022
304,2042,52477,26276,26201
368,2011,31639690,15943624,15696066
170,2005,41487778,20503543,20984235
652,2033,6953,3641,3312
554,2041,5118628,2527017,2591611
72,2028,2483334,1296929,1186405
834,1989,24137855,11868988,12268867
690,2006,84798,42778,42020
534,2016,41486,20479,21007
226,2004,551415,272319,279096
242,2044,1005939,505040,500899
704,2012,91519289,45689815,45829474
